grid,gird Longitude,grid Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
"6,5",48.89058304,2.23486135,Auchan,48.8912385,2.2350577,Grocery Store / Supermarket
"6,5",48.89058304,2.23486135,Pret à Manger,48.8905024,2.2362235,Bakery
"6,5",48.89058304,2.23486135,Pret à Manger,48.8905024,2.2362235,Fast Food Restaurant
"6,5",48.89058304,2.23486135,Pret à Manger,48.8905024,2.2362235,Sandwich Restaurant
"6,5",48.89058304,2.23486135,Le Ferney,48.8898544,2.23561228,French Restaurant
"7,5",48.89058304,2.23627325,Le Dôme de la Défense,48.89064453,2.236407101,Food Court
"7,5",48.89058304,2.23627325,Pret à Manger,48.8905024,2.2362235,Bakery
"7,5",48.89058304,2.23627325,Pret à Manger,48.8905024,2.2362235,Fast Food Restaurant
"7,5",48.89058304,2.23627325,Pret à Manger,48.8905024,2.2362235,Sandwich Restaurant
"7,5",48.89058304,2.23627325,So Cream,48.891044,2.236358,Frozen Yogurt Shop
"7,5",48.89058304,2.23627325,Brioche Dorée,48.89098168,2.235785408,Bakery
"7,5",48.89058304,2.23627325,Berko,48.89109759,2.236507515,Cupcake Shop
"7,5",48.89058304,2.23627325,Berko,48.89109759,2.236507515,Pastry Shop
"7,5",48.89058304,2.23627325,Berko,48.89109759,2.236507515,Restaurant
"7,5",48.89058304,2.23627325,Bretzel Love,48.89107702,2.23594802,Fast Food Restaurant
"7,5",48.89058304,2.23627325,Bretzel Love,48.89107702,2.23594802,German Restaurant
"7,5",48.89058304,2.23627325,UGC Ciné Cité la Défense,48.89113128,2.235508492,Movie Theater
"7,5",48.89058304,2.23627325,Westfield les 4 Temps,48.89063,2.237493,Retail
"7,5",48.89058304,2.23627325,Vapiano,48.89111698,2.236055526,Italian Restaurant
"7,5",48.89058304,2.23627325,Michael Kors,48.89127134,2.237004775,Clothing Store
"7,5",48.89058304,2.23627325,Franck Provost,48.89024354,2.237370014,Hair Salon
"7,5",48.89058304,2.23627325,Le Ferney,48.8898544,2.23561228,French Restaurant
"7,5",48.89058304,2.23627325,Starbucks,48.891387,2.237348,Coffee Shop
"7,5",48.89058304,2.23627325,Auchan,48.8912385,2.2350577,Grocery Store / Supermarket
"7,5",48.89058304,2.23627325,Chipotle Mexican Grill,48.8913475,2.237639,Mexican Restaurant
"8,5",48.89058304,2.23768515,Westfield les 4 Temps,48.89063,2.237493,Retail
"8,5",48.89058304,2.23768515,Uniqlo,48.89069676,2.237852811,Clothing Store
"8,5",48.89058304,2.23768515,Uniqlo,48.89069676,2.237852811,Women's Store
"8,5",48.89058304,2.23768515,Maisons du Monde,48.89070188,2.238032668,Furniture and Home Store
"8,5",48.89058304,2.23768515,Lush,48.89084687,2.238199573,Cosmetics Store
"8,5",48.89058304,2.23768515,Franck Provost,48.89024354,2.237370014,Hair Salon
"8,5",48.89058304,2.23768515,Apple Store,48.890078,2.2371343,Electronics Store
"8,5",48.89058304,2.23768515,Sephora,48.890427,2.236586,Cosmetics Store
"8,5",48.89058304,2.23768515,Le Dôme de la Défense,48.89064453,2.236407101,Food Court
"8,5",48.89058304,2.23768515,Chipotle Mexican Grill,48.8913475,2.237639,Mexican Restaurant
"8,5",48.89058304,2.23768515,Pepperico,48.890714,2.238587,Burrito Restaurant
"8,5",48.89058304,2.23768515,H&M,48.89049293,2.238676035,Clothing Store
"8,5",48.89058304,2.23768515,Starbucks,48.891387,2.237348,Coffee Shop
"8,5",48.89058304,2.23768515,Michael Kors,48.89127134,2.237004775,Clothing Store
"8,5",48.89058304,2.23768515,So Cream,48.891044,2.236358,Frozen Yogurt Shop
"9,5",48.89058304,2.23909705,H&M,48.89049293,2.238676035,Clothing Store
"9,5",48.89058304,2.23909705,Pepperico,48.890714,2.238587,Burrito Restaurant
"9,5",48.89058304,2.23909705,Lush,48.89084687,2.238199573,Cosmetics Store
"9,5",48.89058304,2.23909705,Nike Store Paris la Defense,48.89076498,2.237944921,Sporting Goods Retail
"9,5",48.89058304,2.23909705,Maisons du Monde,48.89070188,2.238032668,Furniture and Home Store
"9,5",48.89058304,2.23909705,Uniqlo,48.89069676,2.237852811,Clothing Store
"9,5",48.89058304,2.23909705,Uniqlo,48.89069676,2.237852811,Women's Store
"9,5",48.89058304,2.23909705,Pull&Bear,48.89027771,2.240371406,Clothing Store
"10,5",48.89058304,2.24050895,Pull&Bear,48.89027771,2.240371406,Clothing Store
"10,5",48.89058304,2.24050895,L'Araignée Rouge de Alexander Calder,48.89131859,2.24167496,Public Art
"11,5",48.89058304,2.24192085,Place de la Défense,48.89052571,2.242155075,Plaza
"11,5",48.89058304,2.24192085,Fontaine Agam,48.8903811,2.24270761,Fountain
"11,5",48.89058304,2.24192085,L'Araignée Rouge de Alexander Calder,48.89131859,2.24167496,Public Art
"12,5",48.89058304,2.24333275,Starbucks Coffee Coeur Défense,48.89064351,2.243591398,Coffee Shop
"12,5",48.89058304,2.24333275,Starbucks Coffee Coeur Défense,48.89064351,2.243591398,Fast Food Restaurant
"12,5",48.89058304,2.24333275,Fontaine Agam,48.8903811,2.24270761,Fountain
"12,5",48.89058304,2.24333275,Place de la Défense,48.89052571,2.242155075,Plaza
"12,5",48.89058304,2.24333275,IT Trattoria,48.889989,2.243485,Italian Restaurant
"13,5",48.89058304,2.24474465,Le Mond,48.89013773,2.24491775,Bar
"13,5",48.89058304,2.24474465,Le Mond,48.89013773,2.24491775,French Restaurant
"13,5",48.89058304,2.24474465,Square des Corolles,48.89002486,2.245180607,Plaza
"13,5",48.89058304,2.24474465,Starbucks Coffee Coeur Défense,48.89064351,2.243591398,Coffee Shop
"13,5",48.89058304,2.24474465,Starbucks Coffee Coeur Défense,48.89064351,2.243591398,Fast Food Restaurant
"13,5",48.89058304,2.24474465,IT Trattoria,48.889989,2.243485,Italian Restaurant
"14,5",48.89058304,2.24615655,Place des Reflets,48.89015112,2.246964276,Plaza
"14,5",48.89058304,2.24615655,Square des Corolles,48.89002486,2.245180607,Plaza
"14,5",48.89058304,2.24615655,Le Mond,48.89013773,2.24491775,Bar
"14,5",48.89058304,2.24615655,Le Mond,48.89013773,2.24491775,French Restaurant
"14,5",48.89058304,2.24615655,El Karim,48.88981711,2.247172642,Fast Food Restaurant
"14,5",48.89058304,2.24615655,El Karim,48.88981711,2.247172642,Moroccan Restaurant
"15,5",48.89058304,2.24756845,Place des Reflets,48.89015112,2.246964276,Plaza
"15,5",48.89058304,2.24756845,Pause,48.8896945,2.247621989,Fast Food Restaurant
"15,5",48.89058304,2.24756845,Pause,48.8896945,2.247621989,Salad Restaurant
"15,5",48.89058304,2.24756845,El Karim,48.88981711,2.247172642,Fast Food Restaurant
"15,5",48.89058304,2.24756845,El Karim,48.88981711,2.247172642,Moroccan Restaurant
"16,5",48.89058304,2.24898035,Passerelle d'Alsace,48.890161,2.249223,Bridge
"16,5",48.89058304,2.24898035,Place des Miroirs,48.89037934,2.250390798,Plaza
"17,5",48.89058304,2.25039225,Place des Miroirs,48.89037934,2.250390798,Plaza
"17,5",48.89058304,2.25039225,Passerelle Louis Blanc,48.89060334,2.251019776,Bridge
"17,5",48.89058304,2.25039225,Passerelle d'Alsace,48.890161,2.249223,Bridge
"18,5",48.89058304,2.25180415,Dynasty 168,48.89026823,2.252025604,Chinese Restaurant
"18,5",48.89058304,2.25180415,Passerelle Louis Blanc,48.89060334,2.251019776,Bridge
"19,5",48.89058304,2.25321605,Dynasty 168,48.89026823,2.252025604,Chinese Restaurant
"1,6",48.8915185,2.22780185,Secret casino,48.89191182,2.227889569,Casino
"2,6",48.8915185,2.22921375,Café Chassagne,48.89135666,2.230053611,Café
"2,6",48.8915185,2.22921375,Express Granite,48.8919216,2.230217363,Salad Restaurant
"2,6",48.8915185,2.22921375,Secret casino,48.89191182,2.227889569,Casino
"3,6",48.8915185,2.23062565,Café Chassagne,48.89135666,2.230053611,Café
"3,6",48.8915185,2.23062565,Express Granite,48.8919216,2.230217363,Salad Restaurant
"3,6",48.8915185,2.23062565,Bert's,48.89204506,2.231049692,Restaurant
"4,6",48.8915185,2.23203755,Cours Valmy,48.89217637,2.232284546,Plaza
"4,6",48.8915185,2.23203755,Bert's,48.89204506,2.231049692,Restaurant
"5,6",48.8915185,2.23344945,Cours Valmy,48.89217637,2.232284546,Plaza
"5,6",48.8915185,2.23344945,EXKi,48.89206155,2.234673053,Sandwich Restaurant
"5,6",48.8915185,2.23344945,EXKi,48.89206155,2.234673053,Salad Restaurant
"6,6",48.8915185,2.23486135,Auchan,48.8912385,2.2350577,Grocery Store / Supermarket
"6,6",48.8915185,2.23486135,Scoozi,48.8919291,2.235157192,Fast Food Restaurant
"6,6",48.8915185,2.23486135,UGC Ciné Cité la Défense,48.89113128,2.235508492,Movie Theater
"6,6",48.8915185,2.23486135,Søstrene Grene,48.89164203,2.236050661,Furniture and Home Store
"6,6",48.8915185,2.23486135,EXKi,48.89206155,2.234673053,Sandwich Restaurant
"6,6",48.8915185,2.23486135,EXKi,48.89206155,2.234673053,Salad Restaurant
"6,6",48.8915185,2.23486135,Brioche Dorée,48.89098168,2.235785408,Bakery
"7,6",48.8915185,2.23627325,Søstrene Grene,48.89164203,2.236050661,Furniture and Home Store
"7,6",48.8915185,2.23627325,Berko,48.89109759,2.236507515,Cupcake Shop
"7,6",48.8915185,2.23627325,Berko,48.89109759,2.236507515,Pastry Shop
"7,6",48.8915185,2.23627325,Berko,48.89109759,2.236507515,Restaurant
"7,6",48.8915185,2.23627325,So Cream,48.891044,2.236358,Frozen Yogurt Shop
"7,6",48.8915185,2.23627325,UGC Ciné Cité la Défense,48.89113128,2.235508492,Movie Theater
"7,6",48.8915185,2.23627325,Bretzel Love,48.89107702,2.23594802,Fast Food Restaurant
"7,6",48.8915185,2.23627325,Bretzel Love,48.89107702,2.23594802,German Restaurant
"7,6",48.8915185,2.23627325,Vapiano,48.89111698,2.236055526,Italian Restaurant
"7,6",48.8915185,2.23627325,Michael Kors,48.89127134,2.237004775,Clothing Store
"7,6",48.8915185,2.23627325,Brioche Dorée,48.89098168,2.235785408,Bakery
"7,6",48.8915185,2.23627325,Starbucks,48.891387,2.237348,Coffee Shop
"7,6",48.8915185,2.23627325,La Promenade (Toit de la Grande Arche de la Défense),48.892415,2.236288,Roof Deck
"7,6",48.8915185,2.23627325,Le Dôme de la Défense,48.89064453,2.236407101,Food Court
"7,6",48.8915185,2.23627325,Chipotle Mexican Grill,48.8913475,2.237639,Mexican Restaurant
"7,6",48.8915185,2.23627325,Auchan,48.8912385,2.2350577,Grocery Store / Supermarket
"7,6",48.8915185,2.23627325,Westfield les 4 Temps,48.89063,2.237493,Retail
"8,6",48.8915185,2.23768515,Chipotle Mexican Grill,48.8913475,2.237639,Mexican Restaurant
"8,6",48.8915185,2.23768515,Pret A Manger,48.89158383,2.238078117,Sandwich Restaurant
"8,6",48.8915185,2.23768515,Starbucks,48.891387,2.237348,Coffee Shop
"8,6",48.8915185,2.23768515,Marks & Spencer Food,48.89163313,2.238522295,Retail
"8,6",48.8915185,2.23768515,Michael Kors,48.89127134,2.237004775,Clothing Store
"8,6",48.8915185,2.23768515,Parvis de la Défense,48.8916967,2.238657475,Landmarks and Outdoors
"8,6",48.8915185,2.23768515,Lush,48.89084687,2.238199573,Cosmetics Store
"8,6",48.8915185,2.23768515,Uniqlo,48.89069676,2.237852811,Clothing Store
"8,6",48.8915185,2.23768515,Uniqlo,48.89069676,2.237852811,Women's Store
"8,6",48.8915185,2.23768515,Pharmacie du Rer,48.891796,2.238691,Drugstore
"8,6",48.8915185,2.23768515,Westfield les 4 Temps,48.89063,2.237493,Retail
"8,6",48.8915185,2.23768515,Maisons du Monde,48.89070188,2.238032668,Furniture and Home Store
"8,6",48.8915185,2.23768515,So Cream,48.891044,2.236358,Frozen Yogurt Shop
"8,6",48.8915185,2.23768515,Le Dôme de la Défense,48.89064453,2.236407101,Food Court
"8,6",48.8915185,2.23768515,La Promenade (Toit de la Grande Arche de la Défense),48.892415,2.236288,Roof Deck
"8,6",48.8915185,2.23768515,Pepperico,48.890714,2.238587,Burrito Restaurant
"9,6",48.8915185,2.23909705,Parvis de la Défense,48.8916967,2.238657475,Landmarks and Outdoors
"9,6",48.8915185,2.23909705,Marks & Spencer Food,48.89163313,2.238522295,Retail
"9,6",48.8915185,2.23909705,Pharmacie du Rer,48.891796,2.238691,Drugstore
"9,6",48.8915185,2.23909705,Pret A Manger,48.89158383,2.238078117,Sandwich Restaurant
"9,6",48.8915185,2.23909705,Lush,48.89084687,2.238199573,Cosmetics Store
"9,6",48.8915185,2.23909705,Nike Store Paris la Defense,48.89076498,2.237944921,Sporting Goods Retail
"9,6",48.8915185,2.23909705,Uniqlo,48.89069676,2.237852811,Clothing Store
"9,6",48.8915185,2.23909705,Uniqlo,48.89069676,2.237852811,Women's Store
"9,6",48.8915185,2.23909705,Maisons du Monde,48.89070188,2.238032668,Furniture and Home Store
"9,6",48.8915185,2.23909705,Pepperico,48.890714,2.238587,Burrito Restaurant
"10,6",48.8915185,2.24050895,Cojean,48.89164732,2.240813971,Restaurant
"10,6",48.8915185,2.24050895,Carrousel Jules Vernes,48.89148045,2.241090238,Amusement Park
"10,6",48.8915185,2.24050895,L'Araignée Rouge de Alexander Calder,48.89131859,2.24167496,Public Art
"11,6",48.8915185,2.24192085,L'Araignée Rouge de Alexander Calder,48.89131859,2.24167496,Public Art
"11,6",48.8915185,2.24192085,Carrousel Jules Vernes,48.89148045,2.241090238,Amusement Park
"11,6",48.8915185,2.24192085,Cojean,48.89164732,2.240813971,Restaurant
"11,6",48.8915185,2.24192085,Place de la Coupole,48.89228499,2.242377698,Plaza
"12,6",48.8915185,2.24333275,Starbucks Coffee Coeur Défense,48.89064351,2.243591398,Coffee Shop
"12,6",48.8915185,2.24333275,Starbucks Coffee Coeur Défense,48.89064351,2.243591398,Fast Food Restaurant
"12,6",48.8915185,2.24333275,Place de la Coupole,48.89228499,2.242377698,Plaza
"13,6",48.8915185,2.24474465,Bert's,48.89190755,2.245078683,Coffee Shop
"13,6",48.8915185,2.24474465,Bert's,48.89190755,2.245078683,Restaurant
"13,6",48.8915185,2.24474465,Starbucks Coffee Coeur Défense,48.89064351,2.243591398,Coffee Shop
"13,6",48.8915185,2.24474465,Starbucks Coffee Coeur Défense,48.89064351,2.243591398,Fast Food Restaurant
"14,6",48.8915185,2.24615655,Bert's,48.89190755,2.245078683,Coffee Shop
"14,6",48.8915185,2.24615655,Bert's,48.89190755,2.245078683,Restaurant
"19,6",48.8915185,2.25321605,Venezia,48.8915662,2.25398764,Pizzeria
"19,6",48.8915185,2.25321605,Venezia,48.8915662,2.25398764,Fast Food Restaurant
"1,7",48.89245396,2.22780185,Secret casino,48.89191182,2.227889569,Casino
"2,7",48.89245396,2.22921375,Express Granite,48.8919216,2.230217363,Salad Restaurant
"2,7",48.89245396,2.22921375,Secret casino,48.89191182,2.227889569,Casino
"3,7",48.89245396,2.23062565,Yin's,48.89278202,2.231105828,Fast Food Restaurant
"3,7",48.89245396,2.23062565,Yin's,48.89278202,2.231105828,Japanese Restaurant
"3,7",48.89245396,2.23062565,Bert's,48.89204506,2.231049692,Restaurant
"3,7",48.89245396,2.23062565,Terrasse Valmy,48.89280008,2.231720306,Plaza
"3,7",48.89245396,2.23062565,Express Granite,48.8919216,2.230217363,Salad Restaurant
"4,7",48.89245396,2.23203755,Cours Valmy,48.89217637,2.232284546,Plaza
"4,7",48.89245396,2.23203755,Terrasse Valmy,48.89280008,2.231720306,Plaza
"4,7",48.89245396,2.23203755,Franck Provost,48.892505,2.232839,Hair Salon
"4,7",48.89245396,2.23203755,Le Californien,48.89258365,2.232860659,American Restaurant
"4,7",48.89245396,2.23203755,Executive Lounge de l'Hôtel Renaissance Paris la Défense,48.89263096,2.232963145,Lounge
"4,7",48.89245396,2.23203755,Yin's,48.89278202,2.231105828,Fast Food Restaurant
"4,7",48.89245396,2.23203755,Yin's,48.89278202,2.231105828,Japanese Restaurant
"4,7",48.89245396,2.23203755,Bert's,48.89204506,2.231049692,Restaurant
"4,7",48.89245396,2.23203755,Soup'app,48.893147,2.2327738,Soup Restaurant
"5,7",48.89245396,2.23344945,La Brasserie Restaurant & Bar,48.8924627,2.2334488,Restaurant
"5,7",48.89245396,2.23344945,Executive Lounge de l'Hôtel Renaissance Paris la Défense,48.89263096,2.232963145,Lounge
"5,7",48.89245396,2.23344945,Franck Provost,48.892505,2.232839,Hair Salon
"5,7",48.89245396,2.23344945,Le Californien,48.89258365,2.232860659,American Restaurant
"5,7",48.89245396,2.23344945,La Jetée,48.893221,2.233522767,Scenic Lookout
"5,7",48.89245396,2.23344945,Cours Valmy,48.89217637,2.232284546,Plaza
"5,7",48.89245396,2.23344945,EXKi,48.89206155,2.234673053,Sandwich Restaurant
"5,7",48.89245396,2.23344945,EXKi,48.89206155,2.234673053,Salad Restaurant
"5,7",48.89245396,2.23344945,Soup'app,48.893147,2.2327738,Soup Restaurant
"6,7",48.89245396,2.23486135,Scoozi,48.8919291,2.235157192,Fast Food Restaurant
"6,7",48.89245396,2.23486135,EXKi,48.89206155,2.234673053,Sandwich Restaurant
"6,7",48.89245396,2.23486135,EXKi,48.89206155,2.234673053,Salad Restaurant
"6,7",48.89245396,2.23486135,Søstrene Grene,48.89164203,2.236050661,Furniture and Home Store
"6,7",48.89245396,2.23486135,La Jetée,48.893221,2.233522767,Scenic Lookout
"7,7",48.89245396,2.23627325,La Promenade (Toit de la Grande Arche de la Défense),48.892415,2.236288,Roof Deck
"7,7",48.89245396,2.23627325,Søstrene Grene,48.89164203,2.236050661,Furniture and Home Store
"8,7",48.89245396,2.23768515,Nespresso,48.892504,2.23864,Miscellaneous Store
"8,7",48.89245396,2.23768515,La Promenade (Toit de la Grande Arche de la Défense),48.892415,2.236288,Roof Deck
"8,7",48.89245396,2.23768515,Parvis de la Défense,48.8916967,2.238657475,Landmarks and Outdoors
"8,7",48.89245396,2.23768515,Pret A Manger,48.89158383,2.238078117,Sandwich Restaurant
"8,7",48.89245396,2.23768515,Marks & Spencer Food,48.89163313,2.238522295,Retail
"8,7",48.89245396,2.23768515,Pharmacie du Rer,48.891796,2.238691,Drugstore
"9,7",48.89245396,2.23909705,Cnit,48.89249663,2.239295666,Retail
"9,7",48.89245396,2.23909705,Monoprix,48.89262618,2.23939187,Food and Beverage Retail
"9,7",48.89245396,2.23909705,Nespresso,48.892504,2.23864,Miscellaneous Store
"9,7",48.89245396,2.23909705,Fnac,48.89262532,2.23958508,Computers and Electronics Retail
"9,7",48.89245396,2.23909705,Décathlon,48.89259961,2.239547968,Clothing Store
"9,7",48.89245396,2.23909705,Décathlon,48.89259961,2.239547968,Shoe Store
"9,7",48.89245396,2.23909705,Habitat la Défense,48.89267,2.239612,Furniture and Home Store
"9,7",48.89245396,2.23909705,Parvis de la Défense,48.8916967,2.238657475,Landmarks and Outdoors
"9,7",48.89245396,2.23909705,Pharmacie du Rer,48.891796,2.238691,Drugstore
"9,7",48.89245396,2.23909705,Cojean,48.89305811,2.2397089,Fast Food Restaurant
"9,7",48.89245396,2.23909705,Cojean,48.89305811,2.2397089,Salad Restaurant
"9,7",48.89245396,2.23909705,Marks & Spencer Food,48.89163313,2.238522295,Retail
"9,7",48.89245396,2.23909705,Pret A Manger,48.89158383,2.238078117,Sandwich Restaurant
"10,7",48.89245396,2.24050895,Fnac,48.89262532,2.23958508,Computers and Electronics Retail
"10,7",48.89245396,2.24050895,Décathlon,48.89259961,2.239547968,Clothing Store
"10,7",48.89245396,2.24050895,Décathlon,48.89259961,2.239547968,Shoe Store
"10,7",48.89245396,2.24050895,Habitat la Défense,48.89267,2.239612,Furniture and Home Store
"10,7",48.89245396,2.24050895,Monoprix,48.89262618,2.23939187,Food and Beverage Retail
"10,7",48.89245396,2.24050895,Cnit,48.89249663,2.239295666,Retail
"10,7",48.89245396,2.24050895,Cojean,48.89305811,2.2397089,Fast Food Restaurant
"10,7",48.89245396,2.24050895,Cojean,48.89305811,2.2397089,Salad Restaurant
"10,7",48.89245396,2.24050895,Cojean,48.89164732,2.240813971,Restaurant
"11,7",48.89245396,2.24192085,Place de la Coupole,48.89228499,2.242377698,Plaza
"11,7",48.89245396,2.24192085,Cojean,48.89164732,2.240813971,Restaurant
"12,7",48.89245396,2.24333275,Place de la Coupole,48.89228499,2.242377698,Plaza
"13,7",48.89245396,2.24474465,Bert's,48.89190755,2.245078683,Coffee Shop
"13,7",48.89245396,2.24474465,Bert's,48.89190755,2.245078683,Restaurant
"14,7",48.89245396,2.24615655,Place des Vosges,48.8928331,2.246882919,Plaza
"14,7",48.89245396,2.24615655,Bert's,48.89190755,2.245078683,Coffee Shop
"14,7",48.89245396,2.24615655,Bert's,48.89190755,2.245078683,Restaurant
"14,7",48.89245396,2.24615655,Alfred'S Café,48.89338914,2.246313151,Bistro
"14,7",48.89245396,2.24615655,Alfred'S Café,48.89338914,2.246313151,Café
"14,7",48.89245396,2.24615655,Alfred'S Café,48.89338914,2.246313151,French Restaurant
"15,7",48.89245396,2.24756845,Place des Vosges,48.8928331,2.246882919,Plaza
"15,7",48.89245396,2.24756845,Alfred'S Café,48.89338914,2.246313151,Bistro
"15,7",48.89245396,2.24756845,Alfred'S Café,48.89338914,2.246313151,Café
"15,7",48.89245396,2.24756845,Alfred'S Café,48.89338914,2.246313151,French Restaurant
"17,7",48.89245396,2.25039225,Parc Diderot,48.89197935,2.250209692,Park
"18,7",48.89245396,2.25180415,Vietnam Kitchen,48.893003,2.253153,Vietnamese Restaurant
"19,7",48.89245396,2.25321605,Vietnam Kitchen,48.893003,2.253153,Vietnamese Restaurant
"19,7",48.89245396,2.25321605,Le Gavroche,48.89263488,2.253519595,Bar
"19,7",48.89245396,2.25321605,Le Gavroche,48.89263488,2.253519595,Brasserie
"3,8",48.89338942,2.23062565,Jardins de l'Arche,48.89403754,2.23115855,Garden
"3,8",48.89338942,2.23062565,Terrasse Valmy,48.89280008,2.231720306,Plaza
"4,8",48.89338942,2.23203755,Terrasse Valmy,48.89280008,2.231720306,Plaza
"4,8",48.89338942,2.23203755,Soup'app,48.893147,2.2327738,Soup Restaurant
"4,8",48.89338942,2.23203755,Jardins de l'Arche,48.89403754,2.23115855,Garden
"4,8",48.89338942,2.23203755,Yin's,48.89278202,2.231105828,Fast Food Restaurant
"4,8",48.89338942,2.23203755,Yin's,48.89278202,2.231105828,Japanese Restaurant
"4,8",48.89338942,2.23203755,Le Californien,48.89258365,2.232860659,American Restaurant
"4,8",48.89338942,2.23203755,Executive Lounge de l'Hôtel Renaissance Paris la Défense,48.89263096,2.232963145,Lounge
"4,8",48.89338942,2.23203755,Franck Provost,48.892505,2.232839,Hair Salon
"5,8",48.89338942,2.23344945,La Jetée,48.893221,2.233522767,Scenic Lookout
"5,8",48.89338942,2.23344945,Soup'app,48.893147,2.2327738,Soup Restaurant
"5,8",48.89338942,2.23344945,Executive Lounge de l'Hôtel Renaissance Paris la Défense,48.89263096,2.232963145,Lounge
"5,8",48.89338942,2.23344945,Le Californien,48.89258365,2.232860659,American Restaurant
"5,8",48.89338942,2.23344945,Franck Provost,48.892505,2.232839,Hair Salon
"6,8",48.89338942,2.23486135,La Jetée,48.893221,2.233522767,Scenic Lookout
"8,8",48.89338942,2.23768515,Place Carpeaux,48.89353072,2.238528728,Plaza
"8,8",48.89338942,2.23768515,Nespresso,48.892504,2.23864,Miscellaneous Store
"9,8",48.89338942,2.23909705,Place Carpeaux,48.89353072,2.238528728,Plaza
"9,8",48.89338942,2.23909705,Cojean,48.89305811,2.2397089,Fast Food Restaurant
"9,8",48.89338942,2.23909705,Cojean,48.89305811,2.2397089,Salad Restaurant
"9,8",48.89338942,2.23909705,Fnac,48.89262532,2.23958508,Computers and Electronics Retail
"9,8",48.89338942,2.23909705,Monoprix,48.89262618,2.23939187,Food and Beverage Retail
"9,8",48.89338942,2.23909705,Décathlon,48.89259961,2.239547968,Clothing Store
"9,8",48.89338942,2.23909705,Décathlon,48.89259961,2.239547968,Shoe Store
"9,8",48.89338942,2.23909705,Nespresso,48.892504,2.23864,Miscellaneous Store
"9,8",48.89338942,2.23909705,Cnit,48.89249663,2.239295666,Retail
"10,8",48.89338942,2.24050895,Cojean,48.89305811,2.2397089,Fast Food Restaurant
"10,8",48.89338942,2.24050895,Cojean,48.89305811,2.2397089,Salad Restaurant
"10,8",48.89338942,2.24050895,Fnac,48.89262532,2.23958508,Computers and Electronics Retail
"10,8",48.89338942,2.24050895,Décathlon,48.89259961,2.239547968,Clothing Store
"10,8",48.89338942,2.24050895,Décathlon,48.89259961,2.239547968,Shoe Store
"10,8",48.89338942,2.24050895,Monoprix,48.89262618,2.23939187,Food and Beverage Retail
"10,8",48.89338942,2.24050895,Cnit,48.89249663,2.239295666,Retail
"14,8",48.89338942,2.24615655,Alfred'S Café,48.89338914,2.246313151,Bistro
"14,8",48.89338942,2.24615655,Alfred'S Café,48.89338914,2.246313151,Café
"14,8",48.89338942,2.24615655,Alfred'S Café,48.89338914,2.246313151,French Restaurant
"14,8",48.89338942,2.24615655,Place des Vosges,48.8928331,2.246882919,Plaza
