grid,gird Longitude,grid Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
"14,8",48.89338942,2.24615655,Alyssa,48.893828,2.247416,Lebanese Restaurant
"15,8",48.89338942,2.24756845,Trattoria Pizzeria d'Angelo,48.8935311,2.248456236,Pizzeria
"15,8",48.89338942,2.24756845,Trattoria Pizzeria d'Angelo,48.8935311,2.248456236,Italian Restaurant
"15,8",48.89338942,2.24756845,Le Tournesol,48.89407914,2.247864157,French Restaurant
"15,8",48.89338942,2.24756845,Alyssa,48.893828,2.247416,Lebanese Restaurant
"15,8",48.89338942,2.24756845,Place des Vosges,48.8928331,2.246882919,Plaza
"15,8",48.89338942,2.24756845,La Gourmandise,48.893979,2.247787,Fast Food Restaurant
"15,8",48.89338942,2.24756845,La Gourmandise,48.893979,2.247787,Vietnamese Restaurant
"15,8",48.89338942,2.24756845,Alfred'S Café,48.89338914,2.246313151,Bistro
"15,8",48.89338942,2.24756845,Alfred'S Café,48.89338914,2.246313151,Café
"15,8",48.89338942,2.24756845,Alfred'S Café,48.89338914,2.246313151,French Restaurant
"16,8",48.89338942,2.24898035,Trattoria Pizzeria d'Angelo,48.8935311,2.248456236,Pizzeria
"16,8",48.89338942,2.24898035,Trattoria Pizzeria d'Angelo,48.8935311,2.248456236,Italian Restaurant
"16,8",48.89338942,2.24898035,Le Tournesol,48.89407914,2.247864157,French Restaurant
"16,8",48.89338942,2.24898035,La Gourmandise,48.893979,2.247787,Fast Food Restaurant
"16,8",48.89338942,2.24898035,La Gourmandise,48.893979,2.247787,Vietnamese Restaurant
"18,8",48.89338942,2.25180415,Vietnam Kitchen,48.893003,2.253153,Vietnamese Restaurant
"19,8",48.89338942,2.25321605,Vietnam Kitchen,48.893003,2.253153,Vietnamese Restaurant
"19,8",48.89338942,2.25321605,Bowling Charras,48.89409836,2.253300234,Bowling Alley
"19,8",48.89338942,2.25321605,Le Gavroche,48.89263488,2.253519595,Bar
"19,8",48.89338942,2.25321605,Le Gavroche,48.89263488,2.253519595,Brasserie
"0,9",48.89432488,2.22638995,Le Ptit Breton,48.89477217,2.226871848,Restaurant
"0,9",48.89432488,2.22638995,Le Piano,48.89452529,2.22717762,Italian Restaurant
"0,9",48.89432488,2.22638995,Yoshi Sushi,48.89434573,2.227418377,Japanese Restaurant
"1,9",48.89432488,2.22780185,Yoshi Sushi,48.89434573,2.227418377,Japanese Restaurant
"1,9",48.89432488,2.22780185,Le Piano,48.89452529,2.22717762,Italian Restaurant
"1,9",48.89432488,2.22780185,Le Ptit Breton,48.89477217,2.226871848,Restaurant
"3,9",48.89432488,2.23062565,Big Fernand,48.894314,2.231201,Burger Joint
"3,9",48.89432488,2.23062565,Jardins de l'Arche,48.89403754,2.23115855,Garden
"4,9",48.89432488,2.23203755,Big Fernand,48.894314,2.231201,Burger Joint
"4,9",48.89432488,2.23203755,Jardins de l'Arche,48.89403754,2.23115855,Garden
"8,9",48.89432488,2.23768515,Place Carpeaux,48.89353072,2.238528728,Plaza
"8,9",48.89432488,2.23768515,Bar 6 Pullman,48.894982,2.239072,Snack Place
"9,9",48.89432488,2.23909705,Allée de l'Arche,48.89485216,2.23929616,Plaza
"9,9",48.89432488,2.23909705,Place Carpeaux,48.89353072,2.238528728,Plaza
"9,9",48.89432488,2.23909705,Bar 6 Pullman,48.894982,2.239072,Snack Place
"10,9",48.89432488,2.24050895,Allée de l'Arche,48.89485216,2.23929616,Plaza
"11,9",48.89432488,2.24192085,Square Henri Regnault,48.89426711,2.2424528,Plaza
"14,9",48.89432488,2.24615655,La Caisse de Bières,48.895124,2.246819,Beer Store
"14,9",48.89432488,2.24615655,La Caisse de Bières,48.895124,2.246819,Wine Store
"14,9",48.89432488,2.24615655,Alyssa,48.893828,2.247416,Lebanese Restaurant
"15,9",48.89432488,2.24756845,Le Tournesol,48.89407914,2.247864157,French Restaurant
"15,9",48.89432488,2.24756845,La Gourmandise,48.893979,2.247787,Fast Food Restaurant
"15,9",48.89432488,2.24756845,La Gourmandise,48.893979,2.247787,Vietnamese Restaurant
"15,9",48.89432488,2.24756845,Alyssa,48.893828,2.247416,Lebanese Restaurant
"15,9",48.89432488,2.24756845,La Caisse de Bières,48.895124,2.246819,Beer Store
"15,9",48.89432488,2.24756845,La Caisse de Bières,48.895124,2.246819,Wine Store
"15,9",48.89432488,2.24756845,Trattoria Pizzeria d'Angelo,48.8935311,2.248456236,Pizzeria
"15,9",48.89432488,2.24756845,Trattoria Pizzeria d'Angelo,48.8935311,2.248456236,Italian Restaurant
"16,9",48.89432488,2.24898035,Le Tournesol,48.89407914,2.247864157,French Restaurant
"16,9",48.89432488,2.24898035,Trattoria Pizzeria d'Angelo,48.8935311,2.248456236,Pizzeria
"16,9",48.89432488,2.24898035,Trattoria Pizzeria d'Angelo,48.8935311,2.248456236,Italian Restaurant
"16,9",48.89432488,2.24898035,La Gourmandise,48.893979,2.247787,Fast Food Restaurant
"16,9",48.89432488,2.24898035,La Gourmandise,48.893979,2.247787,Vietnamese Restaurant
"18,9",48.89432488,2.25180415,Carrefour Market,48.89454292,2.25261569,Grocery Store / Supermarket
"19,9",48.89432488,2.25321605,Bowling Charras,48.89409836,2.253300234,Bowling Alley
"19,9",48.89432488,2.25321605,Carrefour Market,48.89454292,2.25261569,Grocery Store / Supermarket
"19,9",48.89432488,2.25321605,Parc des Pléiades,48.89474957,2.254434228,Park
"0,10",48.89526035,2.22638995,Aréna Café,48.89539805,2.226179922,Burger Joint
"0,10",48.89526035,2.22638995,Kyoto,48.89557831,2.226538775,Japanese Restaurant
"0,10",48.89526035,2.22638995,Les Bambins,48.895589,2.227116,Brasserie
"0,10",48.89526035,2.22638995,Jungle Arch,48.895923,2.226051,Restaurant
"0,10",48.89526035,2.22638995,Le Bistrot d'Olivier,48.8959506,2.225532241,Restaurant
"0,10",48.89526035,2.22638995,Yoshi Sushi,48.89434573,2.227418377,Japanese Restaurant
"1,10",48.89526035,2.22780185,Pharmacie Terrasses de l'Arche,48.895124,2.227446,Health and Medicine
"1,10",48.89526035,2.22780185,Pharmacie Terrasses de l'Arche,48.895124,2.227446,Drugstore
"1,10",48.89526035,2.22780185,Les Bambins,48.895589,2.227116,Brasserie
"1,10",48.89526035,2.22780185,Kyoto,48.89557831,2.226538775,Japanese Restaurant
"1,10",48.89526035,2.22780185,Yoshi Sushi,48.89434573,2.227418377,Japanese Restaurant
"2,10",48.89526035,2.22921375,Paris la Défense Arena,48.89559807,2.229565923,Stadium
"2,10",48.89526035,2.22921375,Bib & Guss,48.894712,2.229966,French Restaurant
"3,10",48.89526035,2.23062565,Paris la Défense Arena,48.89559807,2.229565923,Stadium
"3,10",48.89526035,2.23062565,Bib & Guss,48.894712,2.229966,French Restaurant
"6,10",48.89526035,2.23486135,La Caféteria,48.89617166,2.236256092,Café
"7,10",48.89526035,2.23627325,MONGOO la Defense,48.89579846,2.236774564,Salad Restaurant
"7,10",48.89526035,2.23627325,Esplanade Mona Lisa,48.89585059,2.23644197,Pedestrian Plaza
"7,10",48.89526035,2.23627325,Aubrac Corner la Defense,48.89585136,2.236935496,Fast Food Restaurant
"7,10",48.89526035,2.23627325,Day's Café,48.89559794,2.237275332,Burger Joint
"7,10",48.89526035,2.23627325,Day's Café,48.89559794,2.237275332,Fast Food Restaurant
"7,10",48.89526035,2.23627325,Day's Café,48.89559794,2.237275332,French Restaurant
"7,10",48.89526035,2.23627325,La Caféteria,48.89617166,2.236256092,Café
"7,10",48.89526035,2.23627325,Bistro du Faubourg,48.89618287,2.23745048,French Restaurant
"8,10",48.89526035,2.23768515,Day's Café,48.89559794,2.237275332,Burger Joint
"8,10",48.89526035,2.23768515,Day's Café,48.89559794,2.237275332,Fast Food Restaurant
"8,10",48.89526035,2.23768515,Day's Café,48.89559794,2.237275332,French Restaurant
"8,10",48.89526035,2.23768515,MONGOO la Defense,48.89579846,2.236774564,Salad Restaurant
"8,10",48.89526035,2.23768515,Aubrac Corner la Defense,48.89585136,2.236935496,Fast Food Restaurant
"8,10",48.89526035,2.23768515,Quinte & Sens,48.89503756,2.238928378,Burger Joint
"8,10",48.89526035,2.23768515,Quinte & Sens,48.89503756,2.238928378,Fast Food Restaurant
"8,10",48.89526035,2.23768515,Quinte & Sens,48.89503756,2.238928378,French Restaurant
"8,10",48.89526035,2.23768515,Bistro du Faubourg,48.89618287,2.23745048,French Restaurant
"8,10",48.89526035,2.23768515,Bar 6 Pullman,48.894982,2.239072,Snack Place
"8,10",48.89526035,2.23768515,Esplanade Mona Lisa,48.89585059,2.23644197,Pedestrian Plaza
"9,10",48.89526035,2.23909705,Quinte & Sens,48.89503756,2.238928378,Burger Joint
"9,10",48.89526035,2.23909705,Quinte & Sens,48.89503756,2.238928378,Fast Food Restaurant
"9,10",48.89526035,2.23909705,Quinte & Sens,48.89503756,2.238928378,French Restaurant
"9,10",48.89526035,2.23909705,Allée de l'Arche,48.89485216,2.23929616,Plaza
"9,10",48.89526035,2.23909705,Bar 6 Pullman,48.894982,2.239072,Snack Place
"10,10",48.89526035,2.24050895,Allée de l'Arche,48.89485216,2.23929616,Plaza
"14,10",48.89526035,2.24615655,La Caisse de Bières,48.895124,2.246819,Beer Store
"14,10",48.89526035,2.24615655,La Caisse de Bières,48.895124,2.246819,Wine Store
"15,10",48.89526035,2.24756845,La Caisse de Bières,48.895124,2.246819,Beer Store
"15,10",48.89526035,2.24756845,La Caisse de Bières,48.895124,2.246819,Wine Store
"15,10",48.89526035,2.24756845,Subway,48.89578603,2.248730478,Fast Food Restaurant
"15,10",48.89526035,2.24756845,Subway,48.89578603,2.248730478,Deli
"15,10",48.89526035,2.24756845,Sakura,48.89609206,2.248953134,Sushi Restaurant
"16,10",48.89526035,2.24898035,Beef Cut,48.89560096,2.249815464,Steakhouse
"16,10",48.89526035,2.24898035,Subway,48.89578603,2.248730478,Fast Food Restaurant
"16,10",48.89526035,2.24898035,Subway,48.89578603,2.248730478,Deli
"16,10",48.89526035,2.24898035,Madrissio,48.89542991,2.250024676,Pizzeria
"16,10",48.89526035,2.24898035,Madrissio,48.89542991,2.250024676,Brasserie
"16,10",48.89526035,2.24898035,Madrissio,48.89542991,2.250024676,Italian Restaurant
"16,10",48.89526035,2.24898035,Pharmacie Centrale,48.89527141,2.249961937,Drugstore
"16,10",48.89526035,2.24898035,Sakura,48.89609206,2.248953134,Sushi Restaurant
"16,10",48.89526035,2.24898035,Nicolas,48.896038,2.249016,Liquor Store
"17,10",48.89526035,2.25039225,Madrissio,48.89542991,2.250024676,Pizzeria
"17,10",48.89526035,2.25039225,Madrissio,48.89542991,2.250024676,Brasserie
"17,10",48.89526035,2.25039225,Madrissio,48.89542991,2.250024676,Italian Restaurant
"17,10",48.89526035,2.25039225,Beef Cut,48.89560096,2.249815464,Steakhouse
"17,10",48.89526035,2.25039225,Pharmacie Centrale,48.89527141,2.249961937,Drugstore
"17,10",48.89526035,2.25039225,Le Garden Café,48.89521654,2.251403332,Bar
"17,10",48.89526035,2.25039225,Le Garden Café,48.89521654,2.251403332,Café
"17,10",48.89526035,2.25039225,Nicolas,48.896038,2.249016,Liquor Store
"18,10",48.89526035,2.25180415,Le Garden Café,48.89521654,2.251403332,Bar
"18,10",48.89526035,2.25180415,Le Garden Café,48.89521654,2.251403332,Café
"19,10",48.89526035,2.25321605,Piscine Municipale (Piscine Municipale de Courbevoie),48.894709,2.25333,Swimming Pool
"0,11",48.89619581,2.22638995,Jungle Arch,48.895923,2.226051,Restaurant
"0,11",48.89619581,2.22638995,Kyoto,48.89557831,2.226538775,Japanese Restaurant
"0,11",48.89619581,2.22638995,Le Bistrot d'Olivier,48.8959506,2.225532241,Restaurant
"0,11",48.89619581,2.22638995,Les Bambins,48.895589,2.227116,Brasserie
"0,11",48.89619581,2.22638995,Aréna Café,48.89539805,2.226179922,Burger Joint
"0,11",48.89619581,2.22638995,AXA France Services,48.89641828,2.227746248,Financial Service
"0,11",48.89619581,2.22638995,AXA France Services,48.89641828,2.227746248,Legal Service
"1,11",48.89619581,2.22780185,AXA France Services,48.89641828,2.227746248,Financial Service
"1,11",48.89619581,2.22780185,AXA France Services,48.89641828,2.227746248,Legal Service
"1,11",48.89619581,2.22780185,Les Bambins,48.895589,2.227116,Brasserie
"1,11",48.89619581,2.22780185,Kyoto,48.89557831,2.226538775,Japanese Restaurant
"2,11",48.89619581,2.22921375,Paris la Défense Arena,48.89559807,2.229565923,Stadium
"3,11",48.89619581,2.23062565,Paris la Défense Arena,48.89559807,2.229565923,Stadium
"5,11",48.89619581,2.23344945,Franck Provost (Franck Provost - Coiffeur Courbevoie),48.896344,2.234603,Hair Salon
"5,11",48.89619581,2.23344945,La Joconde,48.89632182,2.234737426,Bakery
"5,11",48.89619581,2.23344945,La Joconde,48.89632182,2.234737426,Pastry Shop
"6,11",48.89619581,2.23486135,La Joconde,48.89632182,2.234737426,Bakery
"6,11",48.89619581,2.23486135,La Joconde,48.89632182,2.234737426,Pastry Shop
"6,11",48.89619581,2.23486135,Franck Provost (Franck Provost - Coiffeur Courbevoie),48.896344,2.234603,Hair Salon
"6,11",48.89619581,2.23486135,Grill Dehliz,48.89647811,2.235247008,Turkish Restaurant
"6,11",48.89619581,2.23486135,La Caféteria,48.89617166,2.236256092,Café
"7,11",48.89619581,2.23627325,La Caféteria,48.89617166,2.236256092,Café
"7,11",48.89619581,2.23627325,MONGOO la Defense,48.89579846,2.236774564,Salad Restaurant
"7,11",48.89619581,2.23627325,Monoprix,48.89672,2.2368,Food and Beverage Retail
"7,11",48.89619581,2.23627325,Esplanade Mona Lisa,48.89585059,2.23644197,Pedestrian Plaza
"7,11",48.89619581,2.23627325,Aubrac Corner la Defense,48.89585136,2.236935496,Fast Food Restaurant
"7,11",48.89619581,2.23627325,Toast And Pizz,48.89641387,2.237168849,Pizzeria
"7,11",48.89619581,2.23627325,Toast And Pizz,48.89641387,2.237168849,Fast Food Restaurant
"7,11",48.89619581,2.23627325,Grill Dehliz,48.89647811,2.235247008,Turkish Restaurant
"7,11",48.89619581,2.23627325,Bistro du Faubourg,48.89618287,2.23745048,French Restaurant
"7,11",48.89619581,2.23627325,Jean-Claude Biguine,48.89678946,2.237091064,Hair Salon
"7,11",48.89619581,2.23627325,CIC Courbevoie Vinci,48.8969147,2.236889136,Banking and Finance
"7,11",48.89619581,2.23627325,Day's Café,48.89559794,2.237275332,Burger Joint
"7,11",48.89619581,2.23627325,Day's Café,48.89559794,2.237275332,Fast Food Restaurant
"7,11",48.89619581,2.23627325,Day's Café,48.89559794,2.237275332,French Restaurant
"8,11",48.89619581,2.23768515,Bistro du Faubourg,48.89618287,2.23745048,French Restaurant
"8,11",48.89619581,2.23768515,Starbucks,48.896751,2.237838,Coffee Shop
"8,11",48.89619581,2.23768515,Toast And Pizz,48.89641387,2.237168849,Pizzeria
"8,11",48.89619581,2.23768515,Toast And Pizz,48.89641387,2.237168849,Fast Food Restaurant
"8,11",48.89619581,2.23768515,Monoprix,48.89672,2.2368,Food and Beverage Retail
"8,11",48.89619581,2.23768515,MONGOO la Defense,48.89579846,2.236774564,Salad Restaurant
"8,11",48.89619581,2.23768515,Aubrac Corner la Defense,48.89585136,2.236935496,Fast Food Restaurant
"8,11",48.89619581,2.23768515,Day's Café,48.89559794,2.237275332,Burger Joint
"8,11",48.89619581,2.23768515,Day's Café,48.89559794,2.237275332,Fast Food Restaurant
"8,11",48.89619581,2.23768515,Day's Café,48.89559794,2.237275332,French Restaurant
"8,11",48.89619581,2.23768515,Jean-Claude Biguine,48.89678946,2.237091064,Hair Salon
"8,11",48.89619581,2.23768515,Esplanade Mona Lisa,48.89585059,2.23644197,Pedestrian Plaza
"8,11",48.89619581,2.23768515,CIC Courbevoie Vinci,48.8969147,2.236889136,Banking and Finance
"9,11",48.89619581,2.23909705,Starbucks,48.896751,2.237838,Coffee Shop
"10,11",48.89619581,2.24050895,Boulangerie Pâtisserie Tiznit,48.89647717,2.240545079,Bakery
"10,11",48.89619581,2.24050895,Boulangerie Pâtisserie Tiznit,48.89647717,2.240545079,Pastry Shop
"11,11",48.89619581,2.24192085,Boulangerie Pâtisserie Tiznit,48.89647717,2.240545079,Bakery
"11,11",48.89619581,2.24192085,Boulangerie Pâtisserie Tiznit,48.89647717,2.240545079,Pastry Shop
"13,11",48.89619581,2.24474465,San Marco,48.896545,2.245379,Pizzeria
"13,11",48.89619581,2.24474465,San Marco,48.896545,2.245379,Italian Restaurant
"13,11",48.89619581,2.24474465,So Thai,48.89676603,2.245842423,Fast Food Restaurant
"13,11",48.89619581,2.24474465,So Thai,48.89676603,2.245842423,Thai Restaurant
"14,11",48.89619581,2.24615655,So Thai,48.89676603,2.245842423,Fast Food Restaurant
"14,11",48.89619581,2.24615655,So Thai,48.89676603,2.245842423,Thai Restaurant
"14,11",48.89619581,2.24615655,San Marco,48.896545,2.245379,Pizzeria
"14,11",48.89619581,2.24615655,San Marco,48.896545,2.245379,Italian Restaurant
"15,11",48.89619581,2.24756845,Teddy Beer,48.89680974,2.248121649,Beer Bar
"15,11",48.89619581,2.24756845,Teddy Beer,48.89680974,2.248121649,Café
"15,11",48.89619581,2.24756845,Teddy Beer,48.89680974,2.248121649,Restaurant
"15,11",48.89619581,2.24756845,Subway,48.89578603,2.248730478,Fast Food Restaurant
"15,11",48.89619581,2.24756845,Subway,48.89578603,2.248730478,Deli
"15,11",48.89619581,2.24756845,Sakura,48.89609206,2.248953134,Sushi Restaurant
"16,11",48.89619581,2.24898035,Sakura,48.89609206,2.248953134,Sushi Restaurant
"16,11",48.89619581,2.24898035,Nicolas,48.896038,2.249016,Liquor Store
"16,11",48.89619581,2.24898035,Subway,48.89578603,2.248730478,Fast Food Restaurant
"16,11",48.89619581,2.24898035,Subway,48.89578603,2.248730478,Deli
"16,11",48.89619581,2.24898035,Beef Cut,48.89560096,2.249815464,Steakhouse
"16,11",48.89619581,2.24898035,Teddy Beer,48.89680974,2.248121649,Beer Bar
"16,11",48.89619581,2.24898035,Teddy Beer,48.89680974,2.248121649,Café
"16,11",48.89619581,2.24898035,Teddy Beer,48.89680974,2.248121649,Restaurant
"17,11",48.89619581,2.25039225,Beef Cut,48.89560096,2.249815464,Steakhouse
"17,11",48.89619581,2.25039225,Nicolas,48.896038,2.249016,Liquor Store
"18,11",48.89619581,2.25180415,Le Timgad,48.89662819,2.253001573,Hotel
"19,11",48.89619581,2.25321605,Le Timgad,48.89662819,2.253001573,Hotel
"0,12",48.89713127,2.22638995,AXA France Services,48.89641828,2.227746248,Financial Service
"0,12",48.89713127,2.22638995,AXA France Services,48.89641828,2.227746248,Legal Service
"1,12",48.89713127,2.22780185,AXA France Services,48.89641828,2.227746248,Financial Service
"1,12",48.89713127,2.22780185,AXA France Services,48.89641828,2.227746248,Legal Service
"5,12",48.89713127,2.23344945,Franck Provost (Franck Provost - Coiffeur Courbevoie),48.896344,2.234603,Hair Salon
"5,12",48.89713127,2.23344945,La Joconde,48.89632182,2.234737426,Bakery
"5,12",48.89713127,2.23344945,La Joconde,48.89632182,2.234737426,Pastry Shop
"6,12",48.89713127,2.23486135,Grill Dehliz,48.89647811,2.235247008,Turkish Restaurant
"6,12",48.89713127,2.23486135,Franck Provost (Franck Provost - Coiffeur Courbevoie),48.896344,2.234603,Hair Salon
"6,12",48.89713127,2.23486135,La Joconde,48.89632182,2.234737426,Bakery
"6,12",48.89713127,2.23486135,La Joconde,48.89632182,2.234737426,Pastry Shop
"7,12",48.89713127,2.23627325,Monoprix,48.89672,2.2368,Food and Beverage Retail
"7,12",48.89713127,2.23627325,CIC Courbevoie Vinci,48.8969147,2.236889136,Banking and Finance
"7,12",48.89713127,2.23627325,Jean-Claude Biguine,48.89678946,2.237091064,Hair Salon
"7,12",48.89713127,2.23627325,Grill Dehliz,48.89647811,2.235247008,Turkish Restaurant
"8,12",48.89713127,2.23768515,Starbucks,48.896751,2.237838,Coffee Shop
"8,12",48.89713127,2.23768515,Monoprix,48.89672,2.2368,Food and Beverage Retail
"8,12",48.89713127,2.23768515,Jean-Claude Biguine,48.89678946,2.237091064,Hair Salon
"8,12",48.89713127,2.23768515,Le Bistro d'Edouard,48.8971921,2.238588933,Brasserie
"8,12",48.89713127,2.23768515,CIC Courbevoie Vinci,48.8969147,2.236889136,Banking and Finance
"9,12",48.89713127,2.23909705,Le Bistro d'Edouard,48.8971921,2.238588933,Brasserie
"9,12",48.89713127,2.23909705,Starbucks,48.896751,2.237838,Coffee Shop
"9,12",48.89713127,2.23909705,Le Bistrot de Courbevoie,48.89792317,2.240322456,Pizzeria
"9,12",48.89713127,2.23909705,Le Bistrot de Courbevoie,48.89792317,2.240322456,Brasserie
"9,12",48.89713127,2.23909705,Le Bistrot de Courbevoie,48.89792317,2.240322456,Italian Restaurant
"10,12",48.89713127,2.24050895,Boulangerie Pâtisserie Tiznit,48.89647717,2.240545079,Bakery
"10,12",48.89713127,2.24050895,Boulangerie Pâtisserie Tiznit,48.89647717,2.240545079,Pastry Shop
"10,12",48.89713127,2.24050895,Arda Kebab,48.89779807,2.240516245,Turkish Restaurant
"10,12",48.89713127,2.24050895,Le Bistrot de Courbevoie,48.89792317,2.240322456,Pizzeria
"10,12",48.89713127,2.24050895,Le Bistrot de Courbevoie,48.89792317,2.240322456,Brasserie
"10,12",48.89713127,2.24050895,Le Bistrot de Courbevoie,48.89792317,2.240322456,Italian Restaurant
"10,12",48.89713127,2.24050895,Lune Sushi,48.8980532,2.241174728,Sushi Restaurant
"11,12",48.89713127,2.24192085,Lune Sushi,48.8980532,2.241174728,Sushi Restaurant
"11,12",48.89713127,2.24192085,Boulangerie Pâtisserie Tiznit,48.89647717,2.240545079,Bakery
"11,12",48.89713127,2.24192085,Boulangerie Pâtisserie Tiznit,48.89647717,2.240545079,Pastry Shop
"13,12",48.89713127,2.24474465,So Thai,48.89676603,2.245842423,Fast Food Restaurant
"13,12",48.89713127,2.24474465,So Thai,48.89676603,2.245842423,Thai Restaurant
"13,12",48.89713127,2.24474465,San Marco,48.896545,2.245379,Pizzeria
"13,12",48.89713127,2.24474465,San Marco,48.896545,2.245379,Italian Restaurant
"14,12",48.89713127,2.24615655,So Thai,48.89676603,2.245842423,Fast Food Restaurant
"14,12",48.89713127,2.24615655,So Thai,48.89676603,2.245842423,Thai Restaurant
"14,12",48.89713127,2.24615655,85 Ozo Maison Burger,48.89774165,2.247355878,Burger Joint
"14,12",48.89713127,2.24615655,Brother's Crêpes & Café,48.89796206,2.247135937,Creperie
"14,12",48.89713127,2.24615655,Brother's Crêpes & Café,48.89796206,2.247135937,Fast Food Restaurant
"14,12",48.89713127,2.24615655,Brother's Crêpes & Café,48.89796206,2.247135937,French Restaurant
"14,12",48.89713127,2.24615655,San Marco,48.896545,2.245379,Pizzeria
"14,12",48.89713127,2.24615655,San Marco,48.896545,2.245379,Italian Restaurant
"14,12",48.89713127,2.24615655,A2Pas,48.898023,2.247108,Convenience Store
"15,12",48.89713127,2.24756845,Grill d'Istambul,48.89718444,2.247774303,Fast Food Restaurant
"15,12",48.89713127,2.24756845,Grill d'Istambul,48.89718444,2.247774303,Brasserie
"15,12",48.89713127,2.24756845,Grill d'Istambul,48.89718444,2.247774303,Kebab Restaurant
"15,12",48.89713127,2.24756845,85 Ozo Maison Burger,48.89774165,2.247355878,Burger Joint
"15,12",48.89713127,2.24756845,Franprix,48.89725,2.24799,Food and Beverage Retail
"15,12",48.89713127,2.24756845,Poissonnerie la Vague (Poissonnerie La Vague),48.89735725,2.24796474,Fish Market
"15,12",48.89713127,2.24756845,Brother's Crêpes & Café,48.89796206,2.247135937,Creperie
"15,12",48.89713127,2.24756845,Brother's Crêpes & Café,48.89796206,2.247135937,Fast Food Restaurant
"15,12",48.89713127,2.24756845,Brother's Crêpes & Café,48.89796206,2.247135937,French Restaurant
"15,12",48.89713127,2.24756845,Teddy Beer,48.89680974,2.248121649,Beer Bar
"15,12",48.89713127,2.24756845,Teddy Beer,48.89680974,2.248121649,Café
"15,12",48.89713127,2.24756845,Teddy Beer,48.89680974,2.248121649,Restaurant
"15,12",48.89713127,2.24756845,A2Pas,48.898023,2.247108,Convenience Store
"16,12",48.89713127,2.24898035,Franprix,48.89725,2.24799,Food and Beverage Retail
"16,12",48.89713127,2.24898035,Teddy Beer,48.89680974,2.248121649,Beer Bar
"16,12",48.89713127,2.24898035,Teddy Beer,48.89680974,2.248121649,Café
"16,12",48.89713127,2.24898035,Teddy Beer,48.89680974,2.248121649,Restaurant
"16,12",48.89713127,2.24898035,Grill d'Istambul,48.89718444,2.247774303,Fast Food Restaurant
"16,12",48.89713127,2.24898035,Grill d'Istambul,48.89718444,2.247774303,Brasserie
"16,12",48.89713127,2.24898035,Grill d'Istambul,48.89718444,2.247774303,Kebab Restaurant
"16,12",48.89713127,2.24898035,Poissonnerie la Vague (Poissonnerie La Vague),48.89735725,2.24796474,Fish Market
"18,12",48.89713127,2.25180415,Le Timgad,48.89662819,2.253001573,Hotel
"19,12",48.89713127,2.25321605,Le Timgad,48.89662819,2.253001573,Hotel
